
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
180=	Sierra Valdez	Novice	Harvard HV	74	76	74	76	75	375	75.00	0.89
180=	Marilyn Ben	ESL	USC BD	76	79	74	75	71	375	75.00	2.61
180=	Nicholas Chiu	Novice	Bates CS	73	75	75	75	77	375	75.00	1.26
180=	Andy Tang	Novice	Stanford TY	73	77	73	76	76	375	75.00	1.67
180=	Phil Chabaneix	Novice	Stanford CK	75	74	77	78	71	375	75.00	2.45
186=	Kevin Hammill	Novice	Fordham WH	75	75	75	73	76	374	74.80	0.98
186=	Cees Armstrong	Novice	Stanford AR	72	76	79	75	72	374	74.80	2.64
186=	Justin Schwartz	Novice	UPenn SA	76	75	75	72	76	374	74.80	1.47
186=	Ali Ahmad	Novice	UPenn SA	75	76	76	72	75	374	74.80	1.47
190=	Ashleigh Weinstock	Novice	Pepperdine PW	74	74	76	75	74	373	74.60	0.80
190=	Xiaohui Yu	Novice, ESL	SYSU YF	75	73	77	75	73	373	74.60	1.50
190=	Vivian Bond	Novice	QDU KB	77	77	75	69	75	373	74.60	2.94
190=	Hong Meng Yam	Novice	Stanford TY	72	77	73	75	76	373	74.60	1.85
194	Kathleen Clarke	Novice	Stanford CC	72	76	74	76	74	372	74.40	1.50
195=	Paulina Tejada	Novice	HWS TT	75	70	76	75	75	371	74.20	2.14
195=	Nikolas Morel-Ferland	ESL	UdeS MB	76	74	74	73	74	371	74.20	0.98
195=	Ricky Rojas	Novice	Stanford AR	72	75	78	75	71	371	74.20	2.48
198=	Sophie Boudreau	Novice, ESL	UdeS MB	74	75	75	73	73	370	74.00	0.89
198=	James Camp	Novice	Middlebury CM	71	75	75	77	72	370	74.00	2.19
198=	Felipe Carvalho	Novice, ESL	UPenn CC	74	74	75	76	71	370	74.00	1.67
201	Leyla Pisirici	Novice, ESL	Pepperdine PW	73	73	75	75	73	369	73.80	0.98
202=	Ethan Dubinsky	Novice	Fordham KD	75	74	76	71	72	368	73.60	1.85
202=	Kiera Toussaint	Novice	HWS TT	75	69	75	74	75	368	73.60	2.33
202=	Michael Matheson	Novice	Middlebury CM	72	75	73	76	72	368	73.60	1.62
202=	Abbott Howe	Novice	Middlebury YH	74	75	74	70	75	368	73.60	1.85
206=	Michael &quot;Hasan&quot; Henry	Novice	Morehouse CH	75	72	72	77	71	367	73.40	2.24
206=	Vova Sosnovskii	Novice, ESL	Bates CS	73	74	75	74	71	367	73.40	1.36
208=	Saysa Koneru	Novice	Fordham KD	75	73	75	71	72	366	73.20	1.60
208=	Sam Yadav	Novice	Middlebury YH	73	74	74	71	74	366	73.20	1.17
210=	Pranay Raj Bhalla	Novice, ESL	York BI	74	73	75	74	69	365	73.00	2.10
210=	Amy Barnhart	Novice	Middlebury BB	73	72	72	73	75	365	73.00	1.10
210=	Jack Barnhart	Novice	Middlebury BB	74	73	71	72	75	365	73.00	1.41
213	John Curry	Novice	Morehouse CH	75	71	72	76	70	364	72.80	2.32
214=	Julie Jang	Novice	Rutgers JP	74	74	73	72	70	363	72.60	1.50
214=	Noel Song	Novice, ESL	Middlebury SS	72	75	76	69	71	363	72.60	2.58
216	Christianna Palermo	Novice	Rutgers JP	74	73	73	71	71	362	72.40	1.20
217	Alyana Santillana	Novice, ESL	Middlebury SS	71	75	75	69	71	361	72.20	2.40
218	Jeffrey Arana	Novice	Rutgers AM	71	71	72	70	68	352	70.40	1.36
219	Samson Merise	Novice	Rutgers AM	70	72	72	68	67	349	69.80	2.04
220	Harshitha Dasari	Novice	USC BD	77	79	75	75	—	306	76.50	1.66
221=	Rishven Pravin	ESL	Boston PW	77	75	76	76	—	304	76.00	0.71
221=	David Williams	Novice	Boston PW	76	75	76	77	—	304	76.00	0.71
