
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
37=	Tanae Rao		Oxford Meta this meta that have you ever	80	81	77	79	76	393	78.60	1.85
37=	Ooi	ESL	CUHK D	77	78	79	83	76	393	78.60	2.42
37=	Keith Wong	ESL, Novice	CUHK D	77	77	79	81	79	393	78.60	1.50
41=	Hung Ha	ESL	DAV troops for hire	76	79	77	77	83	392	78.40	2.50
41=	Adam Banihani		Hart House BanTan Media &amp; Campaigning Agency	80	77	78	81	76	392	78.40	1.85
41=	Ana Coman	ESL	Bucharest A	77	79	79	81	76	392	78.40	1.74
41=	Jenna Hong		Harvard Mattiti and Jennatals	80	75	79	79	79	392	78.40	1.74
41=	Kristofers Bumbleton Krūmiņš	ESL, Novice	Sciences Po B [🐝] a.k.a. Urtis	81	75	77	81	78	392	78.40	2.33
41=	Dan Wood		Warwick JD	79	78	78	76	81	392	78.40	1.62
47=	Isabelle Sim	Novice	Cambridge we&#x27;re sorry	80	75	78	78	80	391	78.20	1.83
47=	Lena Kolle	ESL	Everyday Yusuf strays further from	77	78	79	77	80	391	78.20	1.17
49=	Daniel Svirsky		UWODS The New Areopagus	77	77	79	81	76	390	78.00	1.79
49=	Urte &quot;Buzzwell&quot; Radaviciute	ESL	Sciences Po B [🐝] a.k.a. Urtis	82	75	75	80	78	390	78.00	2.76
49=	Sinziana Stanciu		TCD Hist Another Day Another Weigh	77	76	79	78	80	390	78.00	1.41
52=	Aleksandra Durbazeva	Novice	Vienna Eurasian Taxation Evasion Foundati	78	77	79	75	80	389	77.80	1.72
52=	Petar Zec	ESL	Zagreb Tba ZG	79	79	78	79	74	389	77.80	1.94
52=	Mislav Mikota	ESL, Novice	Zagreb Tittytum	78	78	73	80	80	389	77.80	2.56
52=	Reena Assassa	Novice	JHU manipulator(s)	76	77	78	77	81	389	77.80	1.72
52=	Naomi Gillis		HUJI Debate Matzochists	76	77	77	82	77	389	77.80	2.14
52=	Rina Kajitani	ESL	Tokyo Garden Dog	78	79	80	78	74	389	77.80	2.04
52=	David Logan	Novice	Everyone loves DP	77	80	78	75	79	389	77.80	1.72
59	Kata Moravecz		Fun Dinos at the Bin just vibing	78	75	79	79	77	388	77.60	1.50
60=	Lara-Nika Holjevac Stasiow	ESL, Novice	Zagreb Tittytum	78	77	73	80	79	387	77.40	2.42
60=	Ayal Mor	ESL	Haifa A &amp; T	77	75	80	76	79	387	77.40	1.85
62=	Brian Kam	ESL, Novice	Sheffield THE FEARLESS FLYERS	76	77	77	77	79	386	77.20	0.98
62=	Karen Chen		Cambridge we&#x27;re sorry	78	76	77	76	79	386	77.20	1.17
62=	Tal Ratner	ESL	Haifa A &amp; T	78	75	79	76	78	386	77.20	1.47
62=	Patrick Rees	Novice	Everyone loves DP	76	80	77	75	78	386	77.20	1.72
62=	Jungwoo Park	ESL	Warwick JD	78	76	77	76	79	386	77.20	1.17
67=	Phan The Viet	ESL, Novice	DAV troops for hire	77	77	77	76	78	385	77.00	0.63
67=	Nicole Sun	Novice	Spikey Ball	77	76	77	78	77	385	77.00	0.63
69=	Yael Wolff	ESL	Technion K&amp;W	76	80	78	74	76	384	76.80	2.04
69=	Djordje Mirkovic	ESL, Novice	Belgrade coming out of the refrigerator	76	75	79	76	78	384	76.80	1.47
69=	Nir Amin	Novice	Harvard rachel and nir :)	76	78	79	75	76	384	76.80	1.47
69=	Ieva Varanauskaite		Warwick Lacks Creativity	76	79	75	76	78	384	76.80	1.47
73=	Kushagra Dash	ESL	NLUO 21 guns	77	79	78	74	75	383	76.60	1.85
73=	Jack &quot;Stratton&quot; Hodgson		Sheffield THE FEARLESS FLYERS	77	76	76	76	78	383	76.60	0.80
73=	Leauren Shiyuan Ji		Fun Dinos at the Bin just vibing	79	74	77	76	77	383	76.60	1.62
73=	Laiba Nasir	Novice	Spikey Ball	78	76	76	77	76	383	76.60	0.80
77=	Nadav Kiri	ESL	Technion K&amp;W	75	80	77	75	75	382	76.40	1.96
77=	Amalie Wilkinson		Hart House HH #1 Econ Students	78	76	74	77	77	382	76.40	1.36
77=	Anabel Dautović	ESL, Novice	Zagreb Tba ZG	78	77	76	78	73	382	76.40	1.85
77=	Md. Tamhidul Islam	ESL, Novice	Sheffield DRMC 01 PTSD	74	74	79	75	80	382	76.40	2.58
77=	Yuichi Masaoka	ESL	Tokyo Garden Dog	76	78	79	77	72	382	76.40	2.42
77=	Donncha Murphy	Novice	TCD Hist Another Day Another Weigh	77	74	76	77	78	382	76.40	1.36
83=	Stefan Josipović	ESL, Novice	Belgrade coming out of the refrigerator	77	74	78	75	77	381	76.20	1.47
83=	Rachel Fei	ESL, Novice	Harvard rachel and nir :)	75	77	77	74	78	381	76.20	1.47
83=	Dylan Raj Singh	Novice	Zurich In pursuit of dispute	76	78	78	76	73	381	76.20	1.83
83=	Wong Yit Xiang	ESL, Novice	Warwick Lacks Creativity	75	78	75	75	78	381	76.20	1.47
83=	Sarmad Ahmed	Novice	Barfi &amp; Gulab Jamun	77	75	77	75	77	381	76.20	0.98
88=	Twasin Rahman	ESL, Novice	Sheffield DRMC 01 PTSD	74	74	78	75	79	380	76.00	2.10
88=	Tik Sze	Novice	Imperial Eren Jäger needs to meet equity of	75	73	79	77	76	380	76.00	2.00
88=	Meredith Wang	ESL	CUHK-Shenzhen Tough Love	76	78	75	76	75	380	76.00	1.10
88=	Ahmed Hussain	Novice	Oxford TA	75	76	76	73	80	380	76.00	2.28
88=	Elisha Owusu Akyaw	ESL	Ghana A (Fattaw &amp; Elisha)	75	77	75	76	77	380	76.00	0.89
88=	George Xie	Novice	Fusion Sushi Enthusiasts	79	73	75	75	78	380	76.00	2.19
94=	Kaushik Das	ESL	NLUO 21 guns	75	78	77	74	75	379	75.80	1.47
94=	Amitai Ben Porat	ESL, Novice	HUJI A&amp;M	74	74	78	76	77	379	75.80	1.60
94=	Amitai Wagner	ESL	Haifa Don&#x27;t believe the hype	75	77	75	76	76	379	75.80	0.75
94=	Yael Strulovitch	ESL	Haifa Don&#x27;t believe the hype	76	76	76	77	74	379	75.80	0.98
94=	Ethan Fan	ESL	CUHK-Shenzhen Dancing with rain	74	76	75	76	78	379	75.80	1.33
94=	Matt Xu	ESL	CUHK-Shenzhen Dancing with rain	73	76	76	77	77	379	75.80	1.47
94=	Renee Xu	ESL	NJU struggling to get out of bed	77	76	73	77	76	379	75.80	1.47
94=	Abdul Fattaw Anum	ESL	Ghana A (Fattaw &amp; Elisha)	75	76	75	75	78	379	75.80	1.17
102=	Ishika Mittal	ESL, Novice	Ramias Anything	75	76	75	76	76	378	75.60	0.49
102=	Robert Weingart		Imperial Eren Jäger needs to meet equity of	76	73	78	77	74	378	75.60	1.85
102=	Michal Rubin	ESL	HUJI A&amp;M	74	76	78	75	75	378	75.60	1.36
102=	Amaan Arif	Novice	Fusion Sushi Enthusiasts	80	74	74	73	77	378	75.60	2.58
102=	Rija Ali Khan	ESL, Novice	Barfi &amp; Gulab Jamun	77	74	76	75	76	378	75.60	1.02
107=	Chau Wai Yin	ESL	CUHK-Shenzhen D	77	77	74	75	73	376	75.20	1.60
107=	Jasmin YAN	ESL	NJU struggling to get out of bed	76	76	74	74	76	376	75.20	0.98
107=	Jessica Fenger	Novice	Zurich In pursuit of dispute	75	77	75	76	73	376	75.20	1.33
110=	Katarina Lazić	ESL	Belgrade mother goddesses	75	76	73	75	76	375	75.00	1.10
110=	Anna Clark		Hart House HH #1 Econ Students	77	75	71	75	77	375	75.00	2.19
110=	Alex-Gao	ESL	MUST B	73	75	78	74	75	375	75.00	1.67
110=	Li Miao	ESL	CUHK-Shenzhen Tough Love	75	76	74	75	75	375	75.00	0.63
110=	Fangning Lucy XU	ESL	CUHK-Shenzhen Gay Bar Queens	74	72	80	74	75	375	75.00	2.68
110=	Jennifer Fan	ESL	Pudding Gelado	79	75	76	71	74	375	75.00	2.61
116=	Anchal Goyal	ESL, Novice	Ramias Anything	76	75	74	74	75	374	74.80	0.75
116=	Sophia Xiao	ESL, Novice	MUST B	74	73	77	74	76	374	74.80	1.47
116=	Zihan Yu (Alexia)	Novice	CUHK-Shenzhen ENTJ-A	74	74	76	78	72	374	74.80	2.04
116=	Sara Lawlor	Novice	Eat pasta Debate fasta	75	76	76	74	73	374	74.80	1.17
116=	Elif Gülyeşil	ESL, Novice	IHU EandM	75	75	75	74	75	374	74.80	0.40
121=	Pavle Mackic	ESL	Belgrade mother goddesses	75	76	73	74	75	373	74.60	1.02
121=	George Wang	Novice	CUHK-Shenzhen ENTJ-A	74	74	75	77	73	373	74.60	1.36
121=	Tatiana Sevyan	ESL, Novice	Oxford TA	73	75	76	71	78	373	74.60	2.42
124	Shelly Cao	ESL	CUHK-Shenzhen D	76	76	74	75	71	372	74.40	1.85
125=	Owen Goodacre	Novice	St. Andrews OA (we promise we&#x27;re listening)	73	74	75	75	74	371	74.20	0.75
125=	Olive Yao	ESL	CUHK-Shenzhen Gay Bar Queens	75	72	77	73	74	371	74.20	1.72
125=	Giulia Somera	Novice	Eat pasta Debate fasta	74	76	74	75	72	371	74.20	1.33
128=	Aditya Shukla	ESL, Novice	Ramias Rajma Chawal	75	73	74	75	73	370	74.00	0.89
128=	Pramit Kumar Das	ESL, Novice	Ramias Destructive Constructives	73	76	72	75	74	370	74.00	1.41
130=	Darakhshan Tariq	ESL, Novice	Ramias Ice cream addicts	74	72	75	72	76	369	73.80	1.60
130=	Maria Francisca Alegra Baptista	ESL	SDUL That’s Irrel🐘	74	75	75	72	73	369	73.80	1.17
130=	Isabel Liu	ESL, Novice	MUST Emilsabel	75	73	77	72	72	369	73.80	1.94
130=	Ray Yang	ESL	Pudding Gelado	77	74	75	70	73	369	73.80	2.32
134=	Chinmayi sharma	ESL, Novice	Ramias Rajma Chawal	73	73	74	75	73	368	73.60	0.80
134=	Emily Wang	Novice	MUST Emilsabel	74	73	76	72	73	368	73.60	1.36
136	Olipriya roy		Ramias Ice cream addicts	74	71	75	71	76	367	73.40	2.06
137=	Alp Yilmaz	Novice	St. Andrews OA (we promise we&#x27;re listening)	72	73	74	75	72	366	73.20	1.17
137=	Kuhu Saha	ESL, Novice	Ramias Destructive Constructives	74	75	71	74	72	366	73.20	1.47
139=	Liu Jiangyan	ESL, Novice	ZISU DANA	69	75	77	73	71	365	73.00	2.83
139=	Valentina Qin	ESL, Novice	ZISU DANA	68	75	76	73	73	365	73.00	2.76
141=	Joshua Thory-Rao	Novice	Sheffield Anglo-American dream team	71	72	77	73	70	363	72.60	2.42
141=	Xia Xiangqin	ESL	AAAB	74	73	73	72	71	363	72.60	1.02
143=	Clover Hamilton	Novice	Sheffield Anglo-American dream team	74	71	77	70	70	362	72.40	2.73
143=	Chen Bowen	ESL	AAAB	75	73	73	70	71	362	72.40	1.74
145	Mahmut Enes Fidan	ESL, Novice	IHU A	73	74	71	73	69	360	72.00	1.79
146	Janko Đorđević	ESL	My favourite childhood memmory is	82	83	83	86	—	334	83.50	1.50
147	Ethan Curry		UWODS The New Areopagus	—	78	81	82	77	318	79.50	2.06
148	Felipe Chertouh	Novice	Sciences Po Z	78	73	75	78	—	304	76.00	2.12
149	Varun Mandgi	Novice	Sciences Po Z	78	74	73	77	—	302	75.50	2.06
150	Simon Luo	ESL	USMA Limon Suo and Riego Dubio	76	73	77	75	—	301	75.25	1.48
151=	Diego Rubio	ESL	USMA Limon Suo and Riego Dubio	74	73	75	75	—	297	74.25	0.83
151=	Aarsh Ashdhir	ESL, Novice	Sciences Po Schrödinger&#x27;s Chad	75	74	74	74	—	297	74.25	0.43
153	Alexandra Miguel Ramalho Pardal	ESL	SDUL That’s Irrel🐘	76	74	75	71	—	296	74.00	1.87
154	Maria Szuster	ESL, Novice	Sciences Po Schrödinger&#x27;s Chad	74	75	73	73	—	295	73.75	0.83
155	Iklil Athroz Arfan	ESL, Novice	IHU A	73	74	71	72	—	290	72.50	1.12
156	Speaker A1		Swing A	—	—	80	82	76	238	79.33	2.49
157	Freddy Simonnet-Lefevre		St. Andrews Hegel x La Roux = Ultimate Synthes	75	75	78	—	—	228	76.00	1.41
158	El Mehdi Idrissi Guenouni	ESL	IHU EandM	75	75	—	—	75	225	75.00	0.00
159	Speaker B1		Swing B	—	—	—	80	78	158	79.00	1.00
160=	Kamila Kawczak	Novice	KCL Arriba	74	77	—	—	—	151	75.50	1.50
160=	Katalina Collison	Novice	KCL Arriba	74	77	—	—	—	151	75.50	1.50
162=	Speaker E1		Swing E	—	—	—	—	80	80	80.00	0.00
162=	Speaker A2		Swing A	—	—	80	—	—	80	80.00	0.00
164	Speaker E2		Swing E	—	—	—	—	79	79	79.00	0.00
165=	William Finlator		St. Andrews Hegel x La Roux = Ultimate Synthes	75	—	—	—	—	75	75.00	0.00
165=	Speaker C1		Swing C	—	—	—	—	75	75	75.00	0.00
167	Speaker D1		Swing D	—	—	—	—	71	71	71.00	0.00
168=	William Smith		St. Andrews Sill waiting for some consistency.	—	—	—	—	—	—	—	—
168=	Olipriya	ESL, Novice	Ramias Ice cream addicts	—	—	—	—	—	—	—	—
168=	Lucian Yan		CUHK-Shenzhen Bean Sprout	—	—	—	—	—	—	—	—
168=	Martha McKinney-Perry		TCD Hist MJ	—	—	—	—	—	—	—	—
168=	Jack Williams		TCD Hist MJ	—	—	—	—	—	—	—	—
168=	Speaker D2		Swing D	—	—	—	—	—	—	—	—
168=	Diggory Waddle		Registered off NA SPAR	—	—	—	—	—	—	—	—
168=	Speaker C2		Swing C	—	—	—	—	—	—	—	—
168=	Speaker B2		Swing B	—	—	—	—	—	—	—	—
168=	Abbie Leung	ESL	Composite AA	—	—	—	—	—	—	—	—
168=	Alyssa Kirsten R. Peyra	ESL	Composite AA	—	—	—	—	—	—	—	—


team	result	side	ballot	adjudicators
IHU EandM	3rd	Opening Government	View Ballot	Alex McCreadieⒸ , S Sriram , Theo DorfnerⓉ
CUHK-Shenzhen Dancing with rain	4th	Closing Opposition	View Ballot	Alex McCreadieⒸ , S Sriram , Theo DorfnerⓉ
Haifa Don&#x27;t believe the hype	2nd	Closing Government	View Ballot	Alex McCreadieⒸ , S Sriram , Theo DorfnerⓉ
Zagreb Tba ZG	1st	Opening Opposition	View Ballot	Alex McCreadieⒸ , S Sriram , Theo DorfnerⓉ
smol &amp; tol	1st	Opening Government	View Ballot	Aliya FairuzⒸ , Matthew Hamer , Raphael SchmiederⓉ
Ghana A (Fattaw &amp; Elisha)	4th	Closing Government	View Ballot	Aliya FairuzⒸ , Matthew Hamer , Raphael SchmiederⓉ
Oxford Meta this meta that have you ever	2nd	Closing Opposition	View Ballot	Aliya FairuzⒸ , Matthew Hamer , Raphael SchmiederⓉ
Haifa A &amp; T	3rd	Opening Opposition	View Ballot	Aliya FairuzⒸ , Matthew Hamer , Raphael SchmiederⓉ
Sciences Po Z	2nd	Opening Government	View Ballot	Jessica MusulinⒸ , Sharon Maidanchik , Sophia Ren
CUHK-Shenzhen ENTJ-A	4th	Closing Opposition	View Ballot	Jessica MusulinⒸ , Sharon Maidanchik , Sophia Ren
Sheffield THE FEARLESS FLYERS	3rd	Opening Opposition	View Ballot	Jessica MusulinⒸ , Sharon Maidanchik , Sophia Ren
Trivium Extension 🤝 Equity Announcement	1st	Closing Government	View Ballot	Jessica MusulinⒸ , Sharon Maidanchik , Sophia Ren
Epistemic Access Issues	3rd	Closing Government	View Ballot	Mubarrat WasseyⒸ , Prashasti Saxena , Vaibhav Chadha
My favourite childhood memmory is	1st	Opening Opposition	View Ballot	Mubarrat WasseyⒸ , Prashasti Saxena , Vaibhav Chadha
Pudding Gelado	4th	Opening Government	View Ballot	Mubarrat WasseyⒸ , Prashasti Saxena , Vaibhav Chadha
KNUST Andy and Erasmus Kwame Nkrumah B	2nd	Closing Opposition	View Ballot	Mubarrat WasseyⒸ , Prashasti Saxena , Vaibhav Chadha
CUHK D	4th	Opening Opposition	View Ballot	Abhishek AcharyaⒸ , Elgin Jun Lin , Odubayo Esther ModupeⓉ
Warwick JD	2nd	Closing Government	View Ballot	Abhishek AcharyaⒸ , Elgin Jun Lin , Odubayo Esther ModupeⓉ
Zagreb Tittytum	3rd	Closing Opposition	View Ballot	Abhishek AcharyaⒸ , Elgin Jun Lin , Odubayo Esther ModupeⓉ
Zagreb P&amp;P	1st	Opening Government	View Ballot	Abhishek AcharyaⒸ , Elgin Jun Lin , Odubayo Esther ModupeⓉ
Sciences Po Schrödinger&#x27;s Chad	3rd	Opening Government	View Ballot	Uzair TajuddinⒸ , Sam Adeyemi , Rico ChandraⓉ
