Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
70=	Max Gasslitter Strobl	ESL	München Just here for the Kanelsnegle	78	75	75	74	73	375	75.00	1.67
70=	Linus Kienmoser	ESL	München Munich🍺	73	78	77	72	75	375	75.00	2.28
74=	Aaron Wilkens	Novice, ESL	Aachen DCAC RAY	77	75	75	73	74	374	74.80	1.33
74=	Karis Mcintyre	Novice	LSE KS	76	77	78	74	69	374	74.80	3.19
74=	Breca Borga	ESL	Tartu Vi farede vild, hvor er Aarhus?	76	76	75	73	74	374	74.80	1.17
77=	Katrina Cassar		Leiden Coping in the Hagen	77	75	76	70	75	373	74.60	2.42
77=	Elena Kalema	ESL	CDS Straight Outta Balkans	78	74	78	74	69	373	74.60	3.32
77=	Edward Vilbern	Novice, ESL	Stockholm Vasa&#x27;s Verbal Broadsides	73	73	73	76	78	373	74.60	2.06
77=	Sebastian Krauch	Novice, ESL	München Munich🍺	73	77	76	72	75	373	74.60	1.85
81=	András Meleg	ESL	Budapest BanDia	76	74	78	76	68	372	74.40	3.44
81=	Mees Hendriks		Aachen Fishy fingers	73	77	75	74	73	372	74.40	1.50
81=	Pavel Kalinnikov	ESL	Berlin π	74	75	75	73	75	372	74.40	0.80
84=	Cattleya Lai	Novice, ESL	LSE Take De Bait	73	76	76	73	73	371	74.20	1.47
84=	Austin Andrews	Novice	Oxford C	72	72	76	79	72	371	74.20	2.86
84=	Triinu Vaher	ESL	Tartu Vi farede vild, hvor er Aarhus?	75	75	74	73	74	371	74.20	0.75
87	Lotte Tõnupärt	ESL	SSE Riga Auh auh auuuu	76	74	74	72	74	370	74.00	1.26
88=	Julian Hesse	ESL	Berlin ö to the ø	75	78	72	72	72	369	73.80	2.40
88=	Dimi Kostadinov	ESL	CDS Straight Outta Balkans	75	73	77	74	70	369	73.80	2.32
90=	Xy Wang		Aachen Fishy fingers	73	73	74	74	74	368	73.60	0.49
90=	Douros Nikolaos	ESL	Vilnius One and a half Greek men	75	74	73	73	73	368	73.60	0.80
90=	Lívia Horváth	ESL	ihj nincs nagyon	71	73	74	72	78	368	73.60	2.42
93=	Martin Kliemank	ESL	Berlin ö to the ø	75	78	70	71	73	367	73.40	2.87
93=	Márton Hudáky	ESL	ihj nincs nagyon	71	73	75	71	77	367	73.40	2.33
95=	Grace Graham	Novice	Corvinus High taxes &amp; government deficit...	75	76	77	65	73	366	73.20	4.31
95=	Zilvinas Zilinskas	Novice, ESL	Vilnius One and a half Greek men	73	73	73	73	74	366	73.20	0.40
95=	Emmeli Rose	ESL	CDS Taking a 1st in socials	76	74	71	74	71	366	73.20	1.94
98=	Mayra Hobrok	Novice	LSE Take De Bait	71	75	75	71	73	365	73.00	1.79
98=	Valeriia Malashenko	Novice, ESL	Berlin KaiserDAMN!	73	77	76	70	69	365	73.00	3.16
100	Sten Martin Kabrits	Novice, ESL	SSE Riga Auh auh auuuu	75	73	71	72	72	363	72.60	1.36
101=	Ferdinand Ermel	ESL	Berlin KaiserDAMN!	72	76	74	70	69	361	72.20	2.56
101=	Tanish Joshi*	Novice	WSDC Denmark Aatish &amp; Tanish	75	77	66	69	74	361	72.20	4.07
103=	Lais Chaioko Benjamin Campos	Novice	Berlin the newbies	71	72	72	76	69	360	72.00	2.28
103=	Aatish Joshi*	Novice	WSDC Denmark Aatish &amp; Tanish	74	76	66	68	76	360	72.00	4.20
103=	Ulrich Wiebe	Novice, ESL	WP Sanssouci Speakers	74	76	73	68	69	360	72.00	3.03
103=	Amanda Sandberg	Novice, ESL	Stockholm I&#x27;m Mid AF FML	76	71	73	66	74	360	72.00	3.41
107	Adrian Buchwald	ESL	WP Sanssouci Speakers	74	76	73	68	68	359	71.80	3.25
108=	Ferdinand Montpaz	Novice, ESL	Stockholm C	71	66	73	73	73	356	71.20	2.71
108=	Susan Astorga Kemp	Novice	Stockholm C	72	65	74	72	73	356	71.20	3.19
108=	Magda Minica	Novice, ESL	Stockholm I&#x27;m Mid AF FML	75	72	71	65	73	356	71.20	3.37
111	Botond Gergely Buday	Novice, ESL	Corvinus High taxes &amp; government deficit...	74	74	75	64	68	355	71.00	4.29
112	Paula Heymann	Novice, ESL	Berlin the newbies	70	72	69	76	67	354	70.80	3.06
113	Samuel Sinkovics	Novice, ESL	Corvinus ... led to governmental collapse i	71	75	70	64	72	352	70.40	3.61
114=	Oskar Suckow	Novice, ESL	Berlin Osclear and Belaevable	68	65	74	70	73	350	70.00	3.29
114=	Anna Shkilenok	ESL	WANTED: Witch Mommy	69	74	66	69	72	350	70.00	2.76
116	Stepan Sodel	ESL	WANTED: Witch Mommy	69	74	66	71	69	349	69.80	2.64
117	Ákos Bálint	Novice, ESL	Corvinus ... led to governmental collapse i	72	74	69	61	72	348	69.60	4.59
118	Béla von Roëll	Novice, ESL	Berlin Osclear and Belaevable	68	65	72	69	73	347	69.40	2.87
119	Rūta Švarcbaha	Novice	SSE Riga Valga	63	75	68	64	73	343	68.60	4.76
120	Alexandrine Jouanno	Novice, ESL	Sorbonne Tvgirlies	70	68	71	66	67	342	68.40	1.85
121	Hildegard Nicholson	Novice	Sorbonne Tvgirlies	69	68	71	65	68	341	68.20	1.94
122	Kai Zhang	ESL	CDS e me rolling, they hating	77	—	78	74	75	304	76.00	1.58
123	Kristian Lindved Jensen	ESL	CDS Taking a 1st in socials	76	74	72	75	—	297	74.25	1.48
124	Youyou Yu	Novice	Imperial Su	75	73	74	74	—	296	74.00	0.71
125	Louis Carl Aagaard Schou	Novice	CDS The Debatinators	76	74	67	—	75	292	73.00	3.54
126	Akash Subramanian	Novice	Imperial Su	73	73	73	71	—	290	72.50	0.87
127	Petro Semenikhin	ESL	SSE Riga Valga	—	77	72	65	73	287	71.75	4.32
128	Julius Juhl	Novice	CDS The Debatinators	70	74	69	—	72	285	71.25	1.92
129	Speaker 1		Swing 1	72	75	75	—	—	222	74.00	1.41
130	Speaker 2		Swing 1	72	75	74	—	—	221	73.67	1.25
131	Akoako	Novice, ESL	Sorbonne The economist	69	78	72	—	—	219	73.00	3.74
132	Raphael Kollegger-Steger	Novice, ESL	Sorbonne The economist	69	76	72	—	—	217	72.33	2.87
133	Shree Niveditha Jayakumar	Novice, ESL	Sorbonne The pookies	70	70	—	71	—	211	70.33	0.47
134	Hans Marten	ESL	Tartu Kuulilennuteetunneliluuk	74	64	67	—	—	205	68.33	4.19
135	Kaur Saarits	ESL	Tartu Kuulilennuteetunneliluuk	72	66	65	—	—	203	67.67	3.09
136	Mathilde Guaresi	Novice, ESL	Sorbonne The pookies	72	70	—	—	—	142	71.00	1.00
137=	Speaker 1		Swing 2	—	—	—	—	71	71	71.00	0.00
137=	Speaker 2		Swing 2	—	—	—	—	71	71	71.00	0.00
139=	Speaker 1		Swing 3	—	—	—	—	—	—	—	—
139=	Speaker 2		Swing 3	—	—	—	—	—	—	—	—
139=	Nicolai Rehn		Swing X	—	—	—	—	—	—	—	—

team	result	side	ballot	adjudicators
München tja	2nd	Opening Government	View Ballot	Annie SchwartzⒸ , Dora GnadigⓉ
Tartu Kuulilennuteetunneliluuk	4th	Opening Opposition	View Ballot	Annie SchwartzⒸ , Dora GnadigⓉ
Tartu A	1st	Closing Government	View Ballot	Annie SchwartzⒸ , Dora GnadigⓉ
Oxford B	3rd	Closing Opposition	View Ballot	Annie SchwartzⒸ , Dora GnadigⓉ
Debate partners with drawbacks	3rd	Opening Government	View Ballot	Lucy MurphyⒸ , Max Papaioannides
Vilnius One and a half Greek men	2nd	Opening Opposition	View Ballot	Lucy MurphyⒸ , Max Papaioannides
Berlin Osclear and Belaevable	4th	Closing Government	View Ballot	Lucy MurphyⒸ , Max Papaioannides
Ljubljana Hej Slovani	1st	Closing Opposition	View Ballot	Lucy MurphyⒸ , Max Papaioannides
München Munich🍺	3rd	Opening Government	View Ballot	Martha Johanne SchouⒸ
München DC Garching is the real Munich	1st	Opening Opposition	View Ballot	Martha Johanne SchouⒸ
Swing 1	4th	Closing Government	View Ballot	Martha Johanne SchouⒸ
Berlin π	2nd	Closing Opposition	View Ballot	Martha Johanne SchouⒸ
Tallinn unseen university a	3rd	Opening Government	View Ballot	Velina AndonovaⒸ , Aafke MoltzerⓉ , Yauheniya YakubikⓉ
CDS TBD	2nd	Opening Opposition	View Ballot	Velina AndonovaⒸ , Aafke MoltzerⓉ , Yauheniya YakubikⓉ
Belgrade BK	1st	Closing Government	View Ballot	Velina AndonovaⒸ , Aafke MoltzerⓉ , Yauheniya YakubikⓉ
Budapest BanDia	4th	Closing Opposition	View Ballot	Velina AndonovaⒸ , Aafke MoltzerⓉ , Yauheniya YakubikⓉ
WANTED: Witch Mommy	4th	Opening Government	View Ballot	Jack StanleyⒸ , Felipe PoviñaⓉ , Rasmus SchadeⓉ
WP Sanssouci Speakers	3rd	Opening Opposition	View Ballot	Jack StanleyⒸ , Felipe PoviñaⓉ , Rasmus SchadeⓉ
CDS Taking a 1st in socials	2nd	Closing Government	View Ballot	Jack StanleyⒸ , Felipe PoviñaⓉ , Rasmus SchadeⓉ
CDS Straight Outta Balkans	1st	Closing Opposition	View Ballot	Jack StanleyⒸ , Felipe PoviñaⓉ , Rasmus SchadeⓉ
Corvinus High taxes &amp; government deficit...	3rd	Opening Government	View Ballot	Alex McCreadieⒸ , Naomi AdamⓉ
baltic quota fillers	2nd	Opening Opposition	View Ballot	Alex McCreadieⒸ , Naomi AdamⓉ
CDS The deliberators	4th	Closing Government	View Ballot	Alex McCreadieⒸ , Naomi AdamⓉ
LSE stands for Library Sex Enjoyers (a	1st	Closing Opposition	View Ballot	Alex McCreadieⒸ , Naomi AdamⓉ
Cambridge A	1st	Opening Government	View Ballot	Martha McKinney-PerryⒸ , Amelie HeimpoldⓉ
Aachen DCAC RAY	3rd	Opening Opposition	View Ballot	Martha McKinney-PerryⒸ , Amelie HeimpoldⓉ
DK Wien Dom &amp; sub situationship	2nd	Closing Government	View Ballot	Martha McKinney-PerryⒸ , Amelie HeimpoldⓉ
Altaylardan Tunaya	4th	Closing Opposition	View Ballot	Martha McKinney-PerryⒸ , Amelie HeimpoldⓉ
Leiden Peter Singer enjoyers	2nd	Opening Government	View Ballot	Lara DragojevićⒸ , Veronika HofmannⓉ
Pärnu Passat Division Σ	1st	Opening Opposition	View Ballot	Lara DragojevićⒸ , Veronika HofmannⓉ
Sorbonne The pookies	4th	Closing Government	View Ballot	Lara DragojevićⒸ , Veronika HofmannⓉ
LSE KS	3rd	Closing Opposition	View Ballot	Lara DragojevićⒸ , Veronika HofmannⓉ
Berlin ö to the ø	2nd	Opening Government	View Ballot	Laura PilmarkⒸ , Toni TeschkeⓉ
Berlin the newbies	4th	Opening Opposition	View Ballot	Laura PilmarkⒸ , Toni TeschkeⓉ
INSEAD FT#3	3rd	Closing Government	View Ballot	Laura PilmarkⒸ , Toni TeschkeⓉ
EUDU Wurdaan in Copenhagen? The west ha	1st	Closing Opposition	View Ballot	Laura PilmarkⒸ , Toni TeschkeⓉ
Cambridge Copenhagen was a prep comp for Cop	2nd	Opening Government	View Ballot	Ana ComanⒸ , Evangelia NtziokaⓉ
CDS The Debatinators	3rd	Opening Opposition	View Ballot	Ana ComanⒸ , Evangelia NtziokaⓉ
Berlin KaiserDAMN!	4th	Closing Government	View Ballot	Ana ComanⒸ , Evangelia NtziokaⓉ
Separate but equal……… speeches	1st	Closing Opposition	View Ballot	Ana ComanⒸ , Evangelia NtziokaⓉ
Newydd Aburestvičevci A	2nd	Opening Government	View Ballot	Parth PandyaⒸ , Jonathan Krapp
SSE Riga Valga	4th	Opening Opposition	View Ballot	Parth PandyaⒸ , Jonathan Krapp
Chronos We are here for Natalie&#x27;s crush	3rd	Closing Government	View Ballot	Parth PandyaⒸ , Jonathan Krapp
Daan did leg day for a year just t	1st	Closing Opposition	View Ballot	Parth PandyaⒸ , Jonathan Krapp
Aachen Fishy fingers	3rd	Opening Government	View Ballot	Thang TranⒸ , Marília Montenegro , Tóth MarcellⓉ
Tartu Vi farede vild, hvor er Aarhus?	2nd	Opening Opposition	View Ballot	Thang TranⒸ , Marília Montenegro , Tóth MarcellⓉ
CDS e me rolling, they hating	1st	Closing Government	View Ballot	Thang TranⒸ , Marília Montenegro , Tóth MarcellⓉ
Sorbonne Tvgirlies	4th	Closing Opposition	View Ballot	Thang TranⒸ , Marília Montenegro , Tóth MarcellⓉ
SSE Riga Auh auh auuuu	3rd	Opening Government	View Ballot	Heleriin OtsⒸ , Leonie Doerr , Jacob Rønde BerggreenⓉ
Leiden Coping in the Hagen	1st	Opening Opposition	View Ballot	Heleriin OtsⒸ , Leonie Doerr , Jacob Rønde BerggreenⓉ
2 Germans 1 Kebab	2nd	Closing Government	View Ballot	Heleriin OtsⒸ , Leonie Doerr , Jacob Rønde BerggreenⓉ
Imperial Su	4th	Closing Opposition	View Ballot	Heleriin OtsⒸ , Leonie Doerr , Jacob Rønde BerggreenⓉ
Corvinus ... led to governmental collapse i	3rd	Opening Government	View Ballot	Sharon WangⒸ , Saman A. HussainⓉ
WSDC Denmark Coach Laura is abusive please help	1st	Opening Opposition	View Ballot	Sharon WangⒸ , Saman A. HussainⓉ
WSDC Denmark Peter &amp; Haniya	2nd	Closing Government	View Ballot	Sharon WangⒸ , Saman A. HussainⓉ
ihj nincs nagyon	4th	Closing Opposition	View Ballot	Sharon WangⒸ , Saman A. HussainⓉ
our lovechild would look like jame	2nd	Opening Government	View Ballot	Stefan JosipovićⒸ , Karlin Tabbara , Daryna IvanitskaⓉ
WSDC Denmark Aatish &amp; Tanish	4th	Opening Opposition	View Ballot	Stefan JosipovićⒸ , Karlin Tabbara , Daryna IvanitskaⓉ
München Just here for the Kanelsnegle	1st	Closing Government	View Ballot	Stefan JosipovićⒸ , Karlin Tabbara , Daryna IvanitskaⓉ
WSDC Denmark Sam &amp; Marcus	3rd	Closing Opposition	View Ballot	Stefan JosipovićⒸ , Karlin Tabbara , Daryna IvanitskaⓉ
Stockholm I&#x27;m Mid AF FML	2nd	Opening Government	View Ballot	Mikolaj JablonskiⒸ , Leo Marinopoulos , Amalie Bøgh-SørensenⓉ
One of us can get killed by a cook	1st	Opening Opposition	View Ballot	Mikolaj JablonskiⒸ , Leo Marinopoulos , Amalie Bøgh-SørensenⓉ
Stockholm C	4th	Closing Government	View Ballot	Mikolaj JablonskiⒸ , Leo Marinopoulos , Amalie Bøgh-SørensenⓉ
Stockholm Vasa&#x27;s Verbal Broadsides	3rd	Closing Opposition	View Ballot	Mikolaj JablonskiⒸ , Leo Marinopoulos , Amalie Bøgh-SørensenⓉ
LSE Take De Bait	3rd	Opening Government	View Ballot	Maša PopeskovićⒸ , Andrew Mabon
Oxford C	2nd	Opening Opposition	View Ballot	Maša PopeskovićⒸ , Andrew Mabon
